rank,age,height_cm,weight_kg,bmi,19.1_rank,19.2_rank,19.3_rank,19.4_rank,19.5_rank
10452,27,183.0,100.0,29.9,1683,5543,33594,14865,23878
10453,25,179.0,86.0,26.8,11645,9429,12684,19930,25879
10454,27,173.0,91.0,30.4,23544,18372,10565,9405,17684
10455,29,183.0,92.0,27.5,2684,17879,21142,27769,10104
10456,25,175.0,74.0,24.2,28158,6827,17387,12426,14788
10457,29,176.0,85.0,27.4,17433,14612,25672,10409,11462
10458,28,173.0,75.0,25.1,30006,20270,3501,13176,12648
10459,30,180.0,83.0,25.6,22015,16686,17684,15591,7655
10460,17,170.0,75.0,26.0,41254,7923,16640,5492,8327
10461,35,178.0,84.0,26.5,38189,24840,4565,6258,5790
10463,33,178.0,84.0,26.5,23544,33522,6812,4432,11347
10464,30,183.0,84.0,25.1,37269,7608,6360,10494,17929
10465,31,183.0,95.0,28.4,12109,6072,20730,28200,12551
10466,45,173.0,84.0,28.1,20685,9669,24122,13176,12011
10467,27,180.0,84.0,25.9,8828,8390,35663,6926,19863
10468,33,190.0,86.0,23.8,6260,26169,23507,16785,6955
10468,25,178.0,84.0,26.5,15232,13365,26553,9195,15331
10470,39,175.0,73.0,23.8,30006,11278,7021,15406,15974
10471,33,179.0,77.0,24.0,6260,17023,24978,18590,12836
10472,31,179.0,80.0,25.0,27384,20958,7345,13488,10537
10473,23,178.0,84.0,26.5,15232,21412,18295,11296,13483
10474,27,178.0,84.0,26.5,12686,33504,21958,6402,5179
10475,29,178.0,74.0,23.4,30006,10635,14306,9213,15570
10476,32,184.0,97.0,28.7,10347,6455,18772,15902,28272
10477,26,183.0,93.0,27.8,14443,8649,29799,18639,8229
10479,33,181.0,83.0,25.3,30006,9126,8993,9331,22309
10480,49,175.0,80.0,26.1,30006,8089,20146,12033,9498
10481,34,180.0,79.0,24.4,22820,16417,13476,13937,13126
10482,28,178.0,84.0,26.5,51743,6915,5470,9763,5888
10483,17,178.0,84.0,26.5,57100,10472,6755,3850,1609
10484,39,170.0,84.0,29.1,28158,7072,12421,22490,9651
10484,32,178.0,86.0,27.1,17433,17964,21127,11459,11809
10486,20,178.0,84.0,26.5,5363,14747,18295,32555,8834
10487,32,177.0,74.0,23.6,33428,18687,7433,12916,7342
10488,31,173.0,77.0,25.7,27384,12064,22236,7650,10479
10488,28,178.0,79.0,24.9,11188,26374,9866,23320,9065
10490,31,178.0,84.0,26.5,15232,28406,4596,21103,10479
10491,26,165.0,68.0,25.0,51743,10477,6141,7146,4311
10492,27,178.0,84.0,26.5,10347,17588,14323,26550,11015
10493,29,180.0,87.0,26.9,25056,16844,6624,16970,14357
10494,26,167.0,68.0,24.4,33428,17301,7454,7182,14488
10495,20,177.0,78.0,24.9,21334,14970,5330,22544,15680
10496,30,168.0,75.0,26.6,34698,5702,26292,5756,7413
10497,36,183.0,92.0,27.5,6260,18900,25172,17827,11714
10498,30,188.0,91.0,25.7,3482,8471,26441,22725,18758
10499,22,178.0,86.0,27.1,4068,25454,8223,20368,21769
10500,30,173.0,77.0,25.7,38189,12483,14228,6402,8585
10501,26,192.0,102.0,27.7,7652,18649,26967,10133,16493
10502,28,176.0,77.0,24.9,37269,5359,13258,14203,9806
10504,37,173.0,71.0,23.7,9532,19031,41678,2527,7133
10505,16,175.0,75.0,24.5,20685,19960,27068,6127,6069
10506,38,178.0,86.0,27.1,9881,5038,35536,11778,17684
10507,32,173.0,79.0,26.4,30006,9563,16716,10632,13003
10508,35,180.0,100.0,30.9,4068,11115,17187,28098,19453
10509,31,178.0,82.0,25.9,12109,7971,41662,11736,6451
10510,25,185.0,92.0,26.9,14443,8665,19202,18699,18924
10511,23,178.0,84.0,26.5,43323,25176,3259,2527,5660
10512,40,178.0,89.0,28.1,10735,11494,25180,11673,20864
10513,24,186.0,90.0,26.0,3165,18093,37265,14213,7222
10514,31,178.0,84.0,26.5,8179,17588,10576,21696,21931
10515,31,183.0,88.0,26.3,6260,15553,28912,17087,12165
10515,31,178.0,88.0,27.8,14443,19166,15588,10740,20040
10517,34,178.0,83.0,26.2,21334,12901,10090,15701,19957
10518,37,163.0,66.0,24.8,44376,9189,21716,1458,3245
10519,26,175.0,85.0,27.8,11645,32985,6487,20037,8834
10520,31,183.0,75.0,22.4,8517,19837,33952,12230,5455
10521,41,178.0,84.0,26.5,22015,25239,8734,11111,12899
10522,36,180.0,84.0,25.9,6260,15649,22087,20242,15762
10523,30,178.0,82.0,25.9,6260,14011,31614,18320,9806
10524,28,180.0,88.0,27.2,22820,16031,22825,9365,8990
10525,29,170.0,74.0,25.6,36340,14689,11630,6708,10665
10526,36,180.0,88.0,27.2,27384,7261,6883,15086,23424
10527,39,172.0,82.0,27.7,22015,20177,7590,13260,16999
10528,26,174.0,79.0,26.1,21334,17157,15271,16531,9751
10529,31,178.0,86.0,27.1,27384,8984,12999,12826,17856
10530,39,178.0,88.0,27.8,8517,4793,28416,18074,20254
10531,32,175.0,74.0,24.2,4678,17077,20814,18384,19103
10532,25,178.0,94.0,29.7,4263,12144,44182,11433,8038
10533,29,183.0,86.0,25.7,4903,5905,39335,20170,9751
10534,32,170.0,75.0,26.0,34698,14586,9076,6258,15447
10535,20,180.0,84.0,25.9,20070,8570,16238,11635,23557
10536,32,170.0,79.0,27.3,47717,9328,7120,4513,11399
10537,27,186.0,96.0,27.7,7652,20459,7857,16723,27392
10538,29,185.0,90.0,26.3,26601,18160,8490,14185,12648
10539,35,178.0,77.0,24.3,25056,15153,14419,12684,12776
10541,26,180.0,88.0,27.2,12686,13347,17740,18476,17856
10542,34,178.0,84.0,26.5,15232,8309,21514,23209,11855
10543,32,178.0,100.0,31.6,17433,8700,11168,31425,11399
10544,33,173.0,86.0,28.7,1683,11854,50436,10460,5705
10545,30,180.0,85.0,26.2,20070,17632,3580,19158,19706
10546,27,175.0,70.0,22.9,22820,27940,1899,10928,16563
10547,27,176.0,75.0,24.2,18902,12936,22189,18349,7785
10548,37,177.0,83.0,26.5,18387,23083,7534,21746,9413
10549,20,170.0,70.0,24.2,34698,7923,16905,10107,10537
10550,31,170.0,82.0,28.4,12686,10912,27414,19915,9244
10550,29,180.0,84.0,25.9,13218,10998,11630,18446,25879
10552,33,173.0,88.0,29.4,15232,8488,20797,22408,13251
10553,35,180.0,85.0,26.2,4903,35540,16386,9497,13856
10554,30,186.0,93.0,26.9,20685,9920,13493,22249,13856
10555,25,178.0,85.0,26.8,17433,23094,15343,9206,15130
10556,37,175.0,75.0,24.5,18902,19714,15464,11561,14573
10557,39,175.0,79.0,25.8,41254,6774,14780,9997,7413
10558,37,180.0,86.0,26.5,30006,15467,13941,10974,9852
10559,38,180.0,88.0,27.2,9532,15413,15864,27385,12053
10560,29,178.0,84.0,26.5,24248,12144,13719,8473,21670
10561,31,173.0,93.0,31.1,25056,10429,13673,17914,13188
10562,20,173.0,73.0,24.4,39132,5410,11949,10941,12836
10563,29,178.0,84.0,26.5,12109,8149,14211,16994,28827
10564,33,178.0,84.0,26.5,11645,11915,30631,11324,14788
10565,31,173.0,75.0,25.1,34003,14516,5797,19780,6208
10566,36,183.0,84.0,25.1,15232,8390,31655,11778,13251
10567,41,178.0,84.0,26.5,10735,20642,13292,24805,10836
10568,51,168.0,68.0,24.1,22820,16755,17953,14747,8038
10569,49,184.0,90.0,26.6,9532,18817,9647,28947,13377
10570,39,178.0,84.0,26.5,9532,8496,3908,32745,25647
10571,26,183.0,88.0,26.3,7913,15608,17399,24440,14978
10572,34,185.0,97.0,28.3,7652,10065,33573,15086,13973
10573,25,170.0,76.0,26.3,38189,17301,4070,6882,13926
10574,25,178.0,84.0,26.5,24248,18802,3481,9476,24370
10575,33,178.0,80.0,25.2,13831,16326,9144,25021,16056
10576,30,178.0,78.0,24.6,30006,3621,20715,16161,9900
10578,33,173.0,85.0,28.4,25056,10220,21360,8649,15130
10579,27,169.0,74.0,25.9,25821,14970,7363,13341,18924
10580,35,170.0,81.0,28.0,33428,11356,14564,15577,5496
10581,41,175.0,82.0,26.8,25056,9459,7315,24860,13733
10582,30,191.0,95.0,26.0,28158,8830,15163,15086,13188
10583,27,172.0,76.0,25.7,34003,19109,5346,10384,11590
10584,17,173.0,73.0,24.4,9881,13463,39409,10620,7071
10585,25,178.0,84.0,26.5,15232,14123,19467,24535,7100
10586,23,173.0,86.0,28.7,26601,6583,8426,24362,14488
10586,25,178.0,84.0,26.5,18387,16120,14941,9865,21147
10588,29,175.0,84.0,27.4,15232,21753,20325,9608,13545
10590,31,183.0,86.0,25.7,26601,17370,11401,11872,13251
10592,26,178.0,84.0,26.5,8828,4182,37708,13142,16645
10593,27,178.0,84.0,26.5,3860,12006,23418,22041,19200
10594,30,176.0,87.0,28.1,8828,28137,10665,24423,8479
10595,28,178.0,95.0,30.0,9532,15870,19602,22755,12776
10596,27,177.0,80.0,25.5,13831,13669,16480,16381,20187
10597,38,180.0,82.0,25.3,22015,21360,8305,18244,10665
10598,27,173.0,84.0,28.1,46622,8471,11055,4098,10346
10599,20,178.0,84.0,26.5,10347,20270,13349,10766,25879
10600,32,178.0,82.0,25.9,42298,16031,3298,8217,10775
10601,32,183.0,78.0,23.3,8179,24272,21011,13060,14100
10602,34,178.0,87.0,27.5,22015,9445,28846,9893,10428
10602,29,181.0,92.0,28.1,9881,16031,12455,15978,26282
10604,33,184.0,101.0,29.8,3860,7072,39762,16161,13792
10604,31,178.0,84.0,26.5,25056,17964,14787,11031,11809
10606,30,188.0,94.0,26.6,6260,6907,12352,14771,40358
10607,25,178.0,70.0,22.1,45485,19714,2372,4013,9065
10608,26,175.0,100.0,32.7,7652,4541,15123,35429,17929
10609,32,170.0,86.0,29.8,45485,10317,8966,10402,5523
10610,48,180.0,84.0,25.9,6260,9902,24171,25307,15058
10611,28,183.0,91.0,27.2,24248,6324,15178,6127,28827
10612,30,175.0,79.0,25.8,19508,7853,4475,45151,3736
10613,46,184.0,100.0,29.5,12686,12788,25145,16859,13251
10614,27,176.0,84.0,27.1,20685,8347,19490,17731,14488
10615,29,178.0,84.0,26.5,38189,19484,2042,8207,12836
10616,30,188.0,84.0,23.8,15232,14343,6396,22270,22525
10617,26,178.0,84.0,26.5,6260,15305,18646,14283,26282
10618,32,180.0,87.0,26.9,22015,10835,16494,10206,21228
10619,29,178.0,84.0,26.5,29001,25187,11199,5492,9900
10620,27,177.0,79.0,25.2,23544,16985,3924,9358,26987
10621,25,173.0,75.0,25.1,51743,5365,14171,1482,8038
10622,32,188.0,100.0,28.3,3675,27256,19390,20490,9996
10623,23,171.0,74.0,25.3,15232,16322,12224,19886,17150
10624,32,187.0,87.0,24.9,2225,16856,39352,14691,7695
10625,31,183.0,92.0,27.5,4263,29688,19348,16143,11399
10626,22,184.0,81.0,23.9,9532,23605,10277,18923,18506
10627,27,183.0,91.0,27.2,6260,21753,40126,8603,4124
10628,31,178.0,81.0,25.6,15232,21148,11910,13991,18593
10629,23,178.0,84.0,26.5,30006,14612,9805,14925,11533
10630,37,173.0,77.0,25.7,40098,18871,7005,5259,9651
10630,27,175.0,79.0,25.8,19508,11370,21433,11498,17075
10632,42,173.0,77.0,25.7,46622,8587,4738,9236,11714
10633,23,178.0,75.0,23.7,27384,14636,23629,3850,11399
10634,29,178.0,84.0,26.5,23544,21550,9606,13629,12598
10635,33,178.0,84.0,26.5,62995,7832,4824,2140,3140
10636,42,187.0,88.0,25.2,8517,16643,23620,19945,12220
10637,21,175.0,75.0,24.5,30006,19837,4367,10022,16719
10638,35,175.0,75.0,24.5,26601,10687,29478,2527,11659
10639,31,175.0,88.0,28.7,18902,11278,19432,26942,4400
10640,33,183.0,85.0,25.4,20070,8454,26675,10632,15130
10641,30,187.0,84.0,24.0,3860,16367,31732,20274,8734
10642,24,170.0,75.0,26.0,29001,12828,20929,6978,11243
10643,31,180.0,91.0,28.1,7913,6205,21945,17933,26987
10644,31,178.0,68.0,21.5,3165,19087,35287,11590,11855
10645,35,178.0,90.0,28.4,15232,5135,33798,16045,10775
10646,35,174.0,78.0,25.8,30006,19406,19163,7419,4994
10647,22,184.0,90.0,26.6,15232,18534,5540,17700,23988
10648,34,175.0,84.0,27.4,36340,13153,8299,8227,14978
10648,26,178.0,84.0,26.5,8828,17791,16042,16481,21855
10650,33,180.0,82.0,25.3,34698,16741,3357,12611,13594
10650,19,178.0,78.0,24.6,27384,4352,23854,18995,6416
10652,31,176.0,78.0,25.2,26601,12846,11906,15086,14573
10653,19,170.0,68.0,23.5,46622,14489,7955,4778,7179
10654,40,175.0,80.0,26.1,27384,19960,11073,6690,15917
10656,31,178.0,84.0,26.5,18387,9736,25101,16625,11176
10657,36,165.0,77.0,28.3,61906,6218,2072,3385,7445
10658,22,178.0,84.0,26.5,44376,14039,9896,4098,8630
10659,30,173.0,79.0,26.4,19508,8808,12816,12517,27392
10660,38,170.0,84.0,29.1,28158,8727,22562,15387,6208
10661,36,183.0,93.0,27.8,4263,7444,32366,19753,17225
10662,32,185.0,92.0,26.9,15232,9576,32366,11171,12718
10663,26,178.0,84.0,26.5,9188,13300,17515,20207,20864
10663,30,178.0,84.0,26.5,15232,12971,22363,13590,16918
10665,35,175.0,76.0,24.8,22015,17077,26818,4968,10199
10666,29,170.0,82.0,28.4,30006,9196,22566,9156,10155
10667,34,178.0,91.0,28.7,48983,9114,9520,5374,8093
10668,28,170.0,79.0,27.3,39132,5447,9138,20096,7291
10669,38,180.0,88.0,27.2,18387,27755,16407,6756,11809
10670,41,178.0,84.0,26.5,30006,17023,23102,6584,4400
10671,28,177.0,85.0,27.1,12109,11822,9724,39857,7606
10672,33,173.0,74.0,24.7,40098,16345,5138,7532,12011
10673,40,180.0,95.0,29.3,13831,6442,13398,22079,25378
10674,27,165.0,77.0,28.3,30006,15022,2980,22408,10724
10675,28,178.0,84.0,26.5,23544,21550,12550,7981,15520
10676,33,180.0,94.0,29.0,4263,21753,17261,18699,19200
10678,38,185.0,85.0,24.8,2225,17936,14186,27385,19453
10679,36,172.0,85.0,28.7,35431,7485,16465,9902,11908
10680,32,180.0,80.0,24.7,9532,23950,30580,9352,7785
10681,45,178.0,68.0,21.5,69077,3489,2824,1814,4001
10682,17,170.0,73.0,25.3,25056,14787,17300,16329,7746
10683,32,178.0,84.0,26.5,15232,14719,13558,8125,29591
10684,27,180.0,79.0,24.4,13218,17588,21162,15779,13483
10685,35,183.0,84.0,25.1,9532,5079,41645,15875,9107
10686,38,173.0,76.0,25.4,50223,7111,3952,9003,10956
10687,29,178.0,88.0,27.8,11645,7528,8036,42575,11462
10688,27,178.0,82.0,25.9,51743,10730,3156,8181,7445
10689,36,180.0,95.0,29.3,9532,7274,48774,9886,5790
10690,29,190.0,102.0,28.3,3860,9876,41731,19945,5856
10691,37,178.0,84.0,26.5,20070,22383,10484,7842,20494
10692,26,175.0,77.0,25.1,39132,14240,16782,6838,4287
10693,26,178.0,91.0,28.7,4903,12092,26647,16690,20948
10694,29,170.0,74.0,25.6,30006,17768,2980,18476,12053
10695,30,183.0,88.0,26.3,15232,11993,12710,20594,20764
10696,23,185.0,86.0,25.1,11645,20270,28317,12001,9065
10697,33,178.0,84.0,26.5,15232,15588,16741,25110,8630
10698,35,175.0,88.0,28.7,9881,6133,12373,33554,19369
10699,30,174.0,73.0,24.1,40098,14489,9691,7586,9452
10700,30,175.0,84.0,27.4,15232,15553,4628,25477,20429
10701,30,176.0,72.0,23.2,29001,27623,3357,9123,12220
10702,27,175.0,85.0,27.8,4678,25300,18533,19861,12954
10703,40,180.0,90.0,27.8,25056,12108,7877,19876,16412
10704,28,183.0,93.0,27.8,7913,6394,41849,16660,8527
10705,37,180.0,82.0,25.3,4903,18802,22246,24629,10775
10706,26,185.0,92.0,26.9,8517,9548,28114,19984,15203
10707,32,170.0,76.0,26.3,30006,11577,9295,9625,20864
10708,27,180.0,84.0,25.9,5609,13300,28106,22342,12011
10709,34,189.0,86.0,24.1,5102,10912,34324,17061,13973
10710,39,183.0,75.0,22.4,21334,9372,17239,10007,23424
10711,37,183.0,95.0,28.4,15232,9954,31580,13022,11590
10712,30,185.0,95.0,27.8,13831,4401,41579,14720,6848
10713,38,173.0,90.0,30.1,20070,23618,7524,16143,14040
10714,35,170.0,87.0,30.1,11188,5071,22818,12096,30233
10714,42,178.0,84.0,26.5,10347,27688,5736,22921,14714
10716,32,178.0,95.0,30.0,8179,13952,23614,12940,22727
10717,32,175.0,82.0,26.8,12686,13031,17659,29680,8376
10718,26,180.0,80.0,24.7,7652,21105,21336,12752,18593
10719,52,172.0,86.0,29.1,34003,9148,11266,11577,15447
10720,39,188.0,88.0,24.9,9532,25526,22064,12267,12053
10721,44,178.0,69.0,21.8,44376,20013,6706,5999,4349
10722,27,178.0,84.0,26.5,15232,14885,12532,25263,13545
10723,21,175.0,74.0,24.2,36340,10980,10525,10076,13545
10724,27,183.0,91.0,27.2,6260,11115,28160,18864,17075
10725,29,182.0,82.0,24.8,10735,10851,25313,18753,15828
10726,29,171.0,73.0,25.0,62995,3876,3330,1868,9413
10726,38,185.0,91.0,26.6,10735,11782,15361,25263,18341
10728,26,177.0,90.0,28.7,8828,16985,7940,22378,25378
10729,43,185.0,100.0,29.2,5609,6345,53830,12873,2853
10730,34,175.0,95.0,31.0,20685,13648,18892,17817,10479
10731,45,178.0,75.0,23.7,29001,16224,12874,12033,11399
10732,31,176.0,71.0,22.9,21334,12341,29897,2758,15203
10733,43,168.0,75.0,26.6,51743,5101,11309,4013,9369
10733,30,180.0,92.0,28.4,7913,5543,10413,30679,26987
10735,30,170.0,84.0,29.1,23544,14787,16579,14771,11855
10736,27,185.0,85.0,24.8,7433,23950,30158,11577,8421
10737,26,180.0,82.0,25.3,15232,9316,29736,18266,8990
10738,31,184.0,87.0,25.7,25056,12092,7877,23391,13126
10739,20,180.0,80.0,24.7,17871,26725,13558,7995,15398
10740,33,171.0,69.0,23.6,28158,19960,9089,5492,18860
10741,22,173.0,82.0,27.4,22820,12025,22871,8572,15272
10742,40,173.0,81.0,27.1,15232,19808,12684,18779,15058
10743,44,176.0,75.0,24.2,28158,16617,19994,7517,9288
10744,29,190.0,95.0,26.3,2056,11683,17333,20274,30233
10745,31,178.0,82.0,25.9,34003,17002,8521,5492,16563
10746,26,178.0,84.0,26.5,30006,13300,17032,9152,12094
10747,34,170.0,73.0,25.3,18902,9407,17853,12001,23424
10748,25,183.0,88.0,26.3,7652,12358,31937,7727,21931
10749,44,185.0,93.0,27.2,4678,21753,16137,20777,18268
10750,22,169.0,75.0,26.3,42298,9163,19131,4611,6416
10751,34,188.0,95.0,26.9,18902,16908,12717,13142,19957
10752,35,175.0,86.0,28.1,24248,9278,33578,9829,4697
10754,28,175.0,79.0,25.8,34003,12252,5513,9457,20429
10755,32,178.0,84.0,26.5,10735,12360,41578,9571,7413
10756,30,183.0,93.0,27.8,7652,8883,31827,18093,15203
10757,25,178.0,77.0,24.3,35431,5848,18054,9893,12439
10759,33,173.0,77.0,25.7,11188,18717,7292,33427,11059
10760,38,170.0,71.0,24.6,25821,27914,7078,11946,8952
10761,23,178.0,84.0,26.5,4465,20526,8954,24430,23338
10762,22,178.0,83.0,26.2,23544,13463,18626,11171,14910
10763,32,185.0,93.0,27.2,4903,9445,33594,24860,8913
10764,36,173.0,78.0,26.1,21334,27724,3899,12001,16779
10764,30,178.0,84.0,26.5,22820,10681,17088,6680,24468
10766,32,182.0,85.0,25.7,34003,14240,3620,18923,10956
10767,29,165.0,68.0,25.0,46622,16455,6862,1268,10537
10768,26,173.0,73.0,24.4,22820,16120,4738,22631,15447
10769,36,163.0,68.0,25.6,37269,16255,9873,12629,5749
10770,33,175.0,77.0,25.1,51743,4116,10035,7467,8421
10771,46,177.0,83.0,26.5,10735,18833,20841,9177,22218
10772,38,170.0,70.0,24.2,50223,18864,2579,3595,6547
10773,48,178.0,88.0,27.8,22015,13392,5938,16125,24370
10774,34,173.0,79.0,26.4,41254,6621,14400,8391,11176
10775,21,173.0,82.0,27.4,3482,28553,22038,15920,11855
10775,38,168.0,79.0,28.0,29001,13300,8125,12916,18506
10777,32,183.0,86.0,25.7,27384,25966,8521,8681,11297
10778,19,175.0,81.0,26.4,19508,24134,20020,4267,13926
10779,25,169.0,75.0,26.3,47717,9179,4766,8291,11908
10780,30,188.0,95.0,26.9,11188,10187,17148,23718,19627
10781,30,186.0,88.0,25.4,29001,11627,19529,10184,11533
10782,31,175.0,79.0,25.8,20685,25368,11771,11342,12718
10783,29,168.0,68.0,24.1,71633,6646,1200,1458,948
10784,34,173.0,83.0,27.7,18902,11759,15588,22206,13433
10785,34,179.0,79.0,24.7,19508,19047,31042,7282,5019
10786,20,175.0,85.0,27.8,30006,7584,11199,18136,14978
10787,33,178.0,85.0,26.8,11645,22307,7522,17914,22525
10788,25,175.0,72.0,23.5,34003,10220,13283,11693,12718
10789,20,178.0,84.0,26.5,45485,22943,3779,5492,4226
10789,28,171.0,82.0,28.0,30006,22611,9295,9966,10047
10789,28,176.0,76.0,24.5,21334,20958,14323,9682,15628
10792,33,173.0,88.0,29.4,42298,8127,11293,10880,9332
10793,27,178.0,84.0,26.5,26601,8027,18898,19824,8585
10793,31,182.0,83.0,25.1,15232,14943,14262,28433,9065
10793,31,180.0,84.0,25.9,33428,10762,15067,10584,12094
10796,34,173.0,75.0,25.1,26601,15385,18335,8671,12954
10797,42,175.0,89.0,29.1,24248,11720,4766,20963,20254
10798,39,180.0,88.0,27.2,51743,8432,5439,10184,6161
10799,33,175.0,78.0,25.5,22015,16460,18516,11376,13594
10800,17,178.0,82.0,25.9,726,16330,53817,6838,4261
10801,34,178.0,84.0,26.5,10735,15153,19552,24687,11855
10802,28,180.0,85.0,26.2,10735,12589,14988,20117,23557
10803,42,175.0,87.0,28.4,22820,26410,4699,18728,9332
10804,32,180.0,84.0,25.9,38189,8256,11878,14634,9034
10805,35,172.0,73.0,24.7,38189,6133,4518,22327,10836
10806,34,178.0,84.0,26.5,8179,19868,37191,4611,12165
10807,37,180.0,94.0,29.0,29001,12999,19566,5879,14573
10808,30,183.0,88.0,26.3,3860,5872,51274,12596,8421
10809,22,188.0,91.0,25.7,4678,19224,23406,27162,7564
10810,21,170.0,84.0,29.1,22015,5565,33927,9759,10775
10811,35,173.0,86.0,28.7,22820,14112,13296,19723,12094
10812,21,178.0,82.0,25.9,7913,6195,20970,23432,23557
10813,28,178.0,84.0,26.5,20070,18595,11224,18446,13733
10814,28,179.0,79.0,24.7,4465,20366,25203,11359,20680
10815,32,183.0,90.0,26.9,15232,23124,11641,21018,11059
10816,31,170.0,77.0,26.6,45485,5821,4501,15928,10346
10816,33,174.0,75.0,24.8,30006,9070,5153,31825,6027
10818,36,178.0,85.0,26.8,19508,8599,23664,19930,10382
10819,32,178.0,84.0,26.5,14443,13015,22987,15146,16493
10820,25,170.0,79.0,27.3,38189,10081,9305,9608,14910
10821,30,175.0,76.0,24.8,22015,6732,32564,13712,7071
10822,48,178.0,84.0,26.5,15232,13463,22029,10880,20494
10823,31,175.0,75.0,24.5,26601,30937,5841,8537,10199
10824,26,178.0,79.0,24.9,5363,20739,22519,18923,14573
10825,24,178.0,73.0,23.0,28158,23876,1278,12752,16056
10826,27,173.0,88.0,29.4,10735,11759,7556,19056,33022
10827,22,165.0,75.0,27.5,36340,19087,5783,10206,10724
10828,29,183.0,84.0,25.1,12109,19246,35428,8403,6955
10829,37,178.0,78.0,24.6,18902,6345,10008,23501,23424
10829,31,178.0,83.0,26.2,29001,13876,7923,14462,16918
10832,20,178.0,84.0,26.5,5609,15723,30134,22037,8686
10833,46,181.0,84.0,25.6,18387,16697,21548,18943,6616
10834,28,185.0,96.0,28.0,6260,7385,11019,42556,14978
10835,30,178.0,82.0,25.9,14443,14039,12893,17169,23665
10836,34,175.0,75.0,24.5,21334,17370,3384,16457,23665
10837,22,188.0,91.0,25.7,1939,15824,41627,16045,6777
10838,29,185.0,95.0,27.8,9532,13226,24983,19984,14488
10839,27,175.0,77.0,25.1,30006,14134,7917,12690,17470
10841,33,178.0,85.0,26.8,17433,21182,4521,16357,22727
10842,26,181.0,85.0,25.9,17871,15438,22566,10691,15680
10843,37,179.0,81.0,25.3,20070,19273,18665,5492,18758
10844,35,178.0,76.0,24.0,27384,4741,16472,22270,11399
10845,24,172.0,85.0,28.7,5891,9161,22131,11416,33677
10846,24,173.0,80.0,26.7,26601,9954,12473,17621,15628
10847,31,185.0,98.0,28.6,11645,5533,30033,23770,11297
10848,27,183.0,95.0,28.4,13218,27230,13729,13260,14847
10849,29,178.0,86.0,27.1,28158,6027,33893,5374,8834
10850,38,178.0,88.0,27.8,18902,13331,8708,27802,13545
10851,40,168.0,84.0,29.8,18902,13540,29033,10880,9960
10852,21,183.0,86.0,25.7,42298,10039,9468,11231,9288
10853,44,178.0,84.0,26.5,15232,32732,12010,9285,13070
10854,24,183.0,100.0,29.9,1054,8789,18885,22813,30789
10855,25,178.0,82.0,25.9,25821,8528,17684,12460,17856
10856,41,178.0,82.0,25.9,22015,7274,13229,22070,17768
10857,39,178.0,84.0,26.5,10347,28701,18864,11805,12648
10858,34,187.0,93.0,26.6,8828,16546,35575,8168,13251
10860,33,180.0,84.0,25.9,22820,10552,19658,19984,9369
10861,34,178.0,91.0,28.7,17433,29413,13234,14271,8038
10862,44,178.0,90.0,28.4,25056,13926,22259,10376,10775
10863,23,175.0,88.0,28.7,20685,1304,15541,7213,37651
10864,19,178.0,78.0,24.6,27384,5618,14085,16214,19103
10865,33,170.0,73.0,25.3,45485,9114,12015,3526,12266
10867,32,183.0,86.0,25.7,28158,15122,8534,16111,14488
10868,30,178.0,84.0,26.5,28158,7830,18479,19815,8134
10869,24,178.0,84.0,26.5,11645,27275,18427,7214,17856
10870,40,178.0,84.0,26.5,3320,12144,6761,42265,17929
10871,22,174.0,70.0,23.1,37269,13247,19619,2918,9369
10872,39,178.0,79.0,24.9,21334,19550,24122,12133,5284
10873,28,175.0,88.0,28.7,12686,10270,14555,21365,23557
10874,40,178.0,91.0,28.7,11188,19537,18377,17890,15447
10875,30,173.0,84.0,28.1,23544,16403,21351,4432,16719
10876,29,170.0,76.0,26.3,57967,1610,4738,9657,8479
