rank,age,height_cm,weight_kg,bmi,total_points,191_rank,192_rank,193_rank,194_rank,195_rank,Australia,Brazil,Canada,Denmark,Iceland,Russian Federation,Switzerland,United Kingdom,United States
16374,30,179.0,86.0,26.8,115729,15232,41053,29268,13531,16645,0,0,0,0,0,0,0,0,0
16375,30,175.0,102.0,33.3,115735,33428,36670,7567,21577,16493,0,0,0,0,0,0,0,0,1
16376,33,178.0,84.0,26.5,115739,70344,12427,1859,6739,24370,0,0,1,0,0,0,0,0,0
16377,29,177.0,80.0,25.5,115748,60845,25721,8142,7307,13733,0,0,0,0,0,0,0,0,0
16377,42,180.0,85.0,26.2,115748,15232,25888,30199,17037,27392,0,0,0,0,0,0,0,0,1
16379,27,178.0,84.0,26.5,115749,20685,8309,54451,12117,20187,0,0,0,0,0,0,0,0,0
16380,26,178.0,91.0,28.7,115750,25821,16073,15703,34387,23766,0,0,0,0,0,0,0,0,1
16381,31,178.0,84.0,26.5,115763,34698,14398,39416,14000,13251,0,0,0,0,0,0,0,0,0
16382,29,180.0,93.0,28.7,115776,19508,15103,18434,40800,21931,0,0,0,0,0,0,0,0,1
16383,33,185.0,88.0,25.7,115804,29001,17879,26720,20534,21670,0,0,0,0,0,0,0,0,1
16384,38,171.0,76.0,26.0,115815,41254,19464,13812,21422,19863,0,0,0,0,0,0,0,0,0
16385,24,178.0,84.0,26.5,115816,30006,25263,39952,12940,7655,0,0,0,0,0,0,0,0,1
16386,28,178.0,84.0,26.5,115833,27384,33833,13418,11607,29591,0,0,0,0,0,0,0,0,0
16387,32,183.0,93.0,27.8,115837,15232,27099,8249,32714,32543,1,0,0,0,0,0,0,0,0
16388,25,178.0,84.0,26.5,115852,26601,33213,18971,18639,18428,0,0,0,0,0,0,0,0,0
16389,35,180.0,95.0,29.3,115870,15232,29627,24122,26395,20494,0,0,0,0,0,0,0,1,0
16390,35,178.0,75.0,23.7,115877,59872,13279,8381,17346,16999,0,0,0,0,0,0,0,0,1
16391,28,176.0,81.0,26.1,115888,34003,16797,16514,7307,41267,0,0,0,0,0,0,0,0,0
16392,33,173.0,84.0,28.1,115896,30006,26017,26967,22070,10836,0,0,0,0,0,0,0,0,1
16393,50,178.0,88.0,27.8,115925,25056,21412,34437,20594,14426,0,0,0,0,0,0,0,0,1
16394,29,185.0,98.0,28.6,115928,8179,7274,31580,33599,35296,0,0,0,0,0,0,0,0,1
16395,28,173.0,76.0,25.4,115932,17871,53025,11492,6952,26592,0,0,0,0,0,0,0,0,1
16396,35,174.0,75.0,24.8,115935,47717,25263,22326,12400,8229,0,0,0,0,0,0,0,0,0
16397,34,183.0,82.0,24.5,115937,4263,16617,18283,58016,18758,0,0,0,1,0,0,0,0,0
16398,23,178.0,79.0,24.9,115939,37269,28341,14601,13510,22218,0,0,1,0,0,0,0,0,0
16399,32,170.0,85.0,29.4,115947,50223,13624,10768,22408,18924,0,0,0,0,0,0,0,0,1
16399,35,178.0,84.0,26.5,115947,51743,21866,17032,12055,13251,0,0,0,0,0,0,0,0,0
16399,29,183.0,90.0,26.9,115947,21334,22745,24198,24642,23028,0,0,0,0,0,0,0,0,1
16402,30,178.0,84.0,26.5,115957,25056,25142,41502,14925,9332,0,0,0,0,0,0,0,0,1
16403,32,168.0,78.0,27.6,115962,51743,12865,27885,14839,8630,0,0,0,0,0,0,0,0,0
16403,25,178.0,84.0,26.5,115962,60845,10931,10626,9682,23878,1,0,0,0,0,0,0,0,0
16405,27,183.0,84.0,25.1,115963,30006,30570,3278,16813,35296,0,0,0,0,0,0,0,0,0
16406,39,185.0,85.0,24.8,115964,13218,25540,28298,24805,24103,1,0,0,0,0,0,0,0,0
16407,29,178.0,84.0,26.5,115978,20070,26138,25512,28049,16209,1,0,0,0,0,0,0,0,0
16408,22,178.0,84.0,26.5,115983,36340,20555,8774,24667,25647,0,0,0,0,0,0,0,0,0
16409,33,180.0,79.0,24.4,115986,8179,25339,28248,37302,16918,0,0,0,0,0,0,0,0,1
16410,31,189.0,95.0,26.6,115987,9188,15588,46437,20056,24718,0,0,0,0,0,0,0,0,0
16411,54,178.0,89.0,28.1,115991,57967,22795,5183,15406,14640,0,0,0,0,0,0,0,0,1
16412,47,183.0,85.0,25.4,115993,3165,13405,28070,31932,39421,0,0,0,0,0,0,0,0,1
16412,24,168.0,83.0,29.4,115993,15232,43476,15607,11445,30233,0,1,0,0,0,0,0,0,0
16412,29,185.0,82.0,24.0,115993,22820,17964,22713,31190,21306,0,0,0,0,0,0,0,0,1
16415,38,171.0,70.0,23.9,115999,51743,44505,548,8327,10876,1,0,0,0,0,0,0,0,0
16416,31,178.0,84.0,26.5,116008,38189,19960,28885,12562,16412,0,0,0,0,0,0,0,0,0
16417,32,178.0,84.0,26.5,116022,40098,20308,30732,9314,15570,0,0,0,0,0,0,0,0,0
16418,38,178.0,77.0,24.3,116027,42298,24243,15557,12074,21855,0,0,0,0,0,0,0,0,0
16419,32,173.0,82.0,27.4,116030,17871,20488,5401,62566,9704,0,0,0,0,0,0,0,0,1
16419,27,175.0,73.0,23.8,116030,56339,11915,14400,11445,21931,0,1,0,0,0,0,0,0,0
16421,24,168.0,68.0,24.1,116039,50223,30434,15385,2527,17470,0,0,0,0,0,0,0,0,1
16422,36,193.0,104.0,27.9,116043,11645,9594,62013,24370,8421,0,0,0,0,0,0,0,0,1
16423,25,183.0,86.0,25.7,116048,40098,7626,28400,21260,18664,0,0,0,0,0,0,0,0,0
16424,28,178.0,84.0,26.5,116063,30006,17157,42047,13420,13433,0,0,0,0,0,0,0,0,1
16424,31,187.0,89.0,25.5,116063,14443,14358,16106,37479,33677,0,0,0,0,0,0,0,0,0
16426,33,178.0,84.0,26.5,116066,17433,11022,10440,61409,15762,0,0,0,0,0,0,0,0,1
16427,31,180.0,85.0,26.2,116068,22015,36363,5227,27243,25220,0,0,0,0,0,0,0,1,0
16428,25,183.0,88.0,26.3,116069,15232,18219,37496,21134,23988,0,0,0,0,0,0,0,0,1
16429,30,177.0,93.0,29.7,116076,27384,16031,36606,19056,16999,0,0,0,0,0,0,0,0,0
16430,25,175.0,75.0,24.5,116077,33428,12144,30580,23432,16493,0,0,0,0,0,0,0,0,0
16431,31,178.0,73.0,23.0,116080,37269,22594,19799,22378,14040,0,0,0,0,0,0,0,0,1
16432,28,187.0,86.0,24.6,116087,15232,28766,17853,30133,24103,0,0,0,0,0,0,0,0,0
16433,31,180.0,84.0,25.9,116089,34698,21304,25473,8576,26038,0,0,0,0,0,0,0,0,1
16434,31,183.0,98.0,29.3,116103,6260,40903,39404,8230,21306,0,0,0,0,0,0,0,0,1
16435,31,180.0,93.0,28.7,116127,11645,15747,41991,23320,23424,0,0,0,0,0,0,0,1,0
16436,28,178.0,86.0,27.1,116130,9532,15438,44570,27137,19453,0,0,0,0,0,0,0,0,1
16437,29,178.0,93.0,29.4,116159,15232,29869,15378,31802,23878,0,0,0,1,0,0,0,0,0
16438,33,188.0,100.0,28.3,116169,25821,10008,36679,18943,24718,0,0,0,0,0,0,0,0,1
16439,27,172.0,77.0,26.0,116172,20685,13247,34406,7476,40358,0,0,0,0,0,0,0,0,0
16439,31,180.0,85.0,26.2,116172,51743,20610,14339,18943,10537,0,0,0,0,0,0,0,0,0
16441,33,155.0,70.0,29.1,116175,105968,5012,3059,1062,1074,0,0,0,0,0,0,0,0,0
16442,26,180.0,91.0,28.1,116176,3675,87505,20532,3123,1341,0,0,0,0,0,0,0,0,1
16442,38,173.0,86.0,28.7,116176,43323,18391,12951,22408,19103,0,0,0,0,0,0,0,0,0
16444,35,188.0,100.0,28.3,116179,10735,29869,37798,22446,15331,0,0,0,0,0,0,0,0,1
16445,27,175.0,83.0,27.1,116193,29001,22263,37978,15708,11243,0,0,0,0,0,0,0,0,1
16446,31,175.0,85.0,27.8,116194,46622,11494,37375,11459,9244,0,0,0,0,0,0,0,0,0
16447,33,170.0,82.0,28.4,116198,77144,10187,8824,8274,11769,0,1,0,0,0,0,0,0,0
16448,32,188.0,92.0,26.0,116203,20070,14327,16557,51457,13792,0,0,0,0,0,0,0,0,1
16449,37,178.0,84.0,26.5,116204,21334,25052,19799,21192,28827,0,0,0,0,0,0,0,0,0
16450,36,178.0,84.0,26.5,116210,51743,19868,11721,16748,16130,0,0,0,0,0,1,0,0,0
16450,38,178.0,85.0,26.8,116210,30006,15839,35095,23501,11769,0,0,0,0,0,0,0,0,1
16452,53,160.0,70.0,27.3,116212,71633,28238,5455,3322,7564,0,0,0,0,0,0,0,0,1
16453,28,170.0,75.0,26.0,116214,51743,16285,21983,4611,21592,1,0,0,0,0,0,0,0,0
16453,29,182.0,83.0,25.1,116214,14443,23310,29878,21596,26987,0,0,0,0,0,0,0,0,0
16455,33,190.0,107.0,29.6,116219,1812,16056,9797,51647,36907,0,0,1,0,0,0,0,0,0
16456,37,178.0,84.0,26.5,116220,12109,33715,32063,23061,15272,0,0,0,0,0,0,0,0,0
16457,25,177.0,81.0,25.9,116225,38189,21182,29873,7960,19021,0,0,0,0,0,0,0,0,0
16458,28,166.0,67.0,24.3,116252,45485,12215,15304,9571,33677,0,0,0,0,0,0,0,0,0
16459,24,178.0,84.0,26.5,116253,9188,16603,37734,38872,13856,1,0,0,0,0,0,0,0,0
16460,32,180.0,80.0,24.7,116255,7913,25052,31588,25110,26592,0,0,0,0,0,0,0,0,0
16461,41,178.0,86.0,27.1,116257,12109,12046,59647,14985,17470,0,0,0,0,0,0,0,0,1
16462,39,168.0,70.0,24.8,116266,39132,18752,30732,16303,11347,0,0,0,0,0,0,0,0,1
16463,22,178.0,84.0,26.5,116288,30006,24563,30041,14839,16839,1,0,0,0,0,0,0,0,0
16464,31,168.0,68.0,24.1,116291,70344,19808,10963,3123,12053,1,0,0,0,0,0,0,0,0
16465,37,182.0,89.0,26.9,116315,30006,17816,23825,17681,26987,0,0,0,0,0,0,1,0,0
16466,29,173.0,75.0,25.1,116320,26601,43533,5428,14720,26038,0,0,0,0,0,0,0,0,0
16467,23,178.0,84.0,26.5,116325,15232,3825,32200,28857,36211,0,0,0,0,0,0,0,0,1
16468,30,181.0,81.0,24.7,116342,26601,29299,16694,10726,33022,0,0,0,0,0,0,0,0,0
16469,40,183.0,90.0,26.9,116344,36340,21603,12779,20402,25220,1,0,0,0,0,0,0,0,0
16470,30,180.0,93.0,28.7,116357,11645,10287,8950,45117,40358,0,0,1,0,0,0,0,0,0
16471,26,183.0,82.0,24.5,116359,12109,28999,29799,22725,22727,0,0,0,0,0,0,0,0,0
16472,40,184.0,85.0,25.1,116373,36340,25674,9068,18699,26592,0,0,0,0,0,0,0,0,0
16473,26,178.0,84.0,26.5,116375,12109,31183,23634,16427,33022,0,0,0,0,0,0,1,0,0
16474,26,185.0,95.0,27.8,116377,14443,14643,26786,33518,26987,0,0,0,0,0,1,0,0,0
16475,32,190.0,95.0,26.3,116380,6260,13952,44169,31235,20764,0,0,0,0,0,0,0,1,0
16476,39,178.0,84.0,26.5,116384,24248,31307,16587,26474,17768,0,0,0,0,0,0,0,0,0
16477,26,178.0,84.0,26.5,116387,30006,36735,24909,17700,7037,0,0,0,0,0,0,0,0,1
16478,23,183.0,89.0,26.6,116389,4465,8717,75032,13197,14978,0,0,0,0,0,0,0,0,1
16479,37,183.0,86.0,25.7,116392,4678,9563,29878,28857,43416,0,0,0,0,0,0,0,0,1
16479,34,178.0,104.0,32.8,116392,18902,7363,25784,51444,12899,0,0,0,0,0,0,0,0,1
16481,27,183.0,78.0,23.3,116401,45485,30736,6176,13817,20187,0,0,0,0,0,0,0,0,1
16482,45,173.0,91.0,30.4,116409,17871,20739,33242,19457,25100,0,0,0,0,0,0,0,0,1
16483,33,183.0,93.0,27.8,116410,23544,17370,19915,31113,24468,0,0,0,0,0,0,0,0,1
16484,40,170.0,86.0,29.8,116411,51743,11188,25634,11872,15974,0,0,0,0,0,0,0,0,1
16485,24,190.0,98.0,27.1,116415,1683,11370,25052,45288,33022,0,0,0,0,0,0,0,0,1
16486,31,168.0,64.0,22.7,116424,51743,21182,16851,7627,19021,0,0,0,0,0,0,0,0,1
16487,34,175.0,79.0,25.8,116432,47717,25484,13612,14489,15130,0,0,1,0,0,0,0,0,0
16488,27,185.0,84.0,24.5,116439,12686,22227,22122,25727,33677,0,0,0,0,0,0,0,0,1
16489,39,168.0,78.0,27.6,116447,48983,20958,29569,10653,6284,0,0,0,0,0,0,0,0,1
16490,22,183.0,88.0,26.3,116466,25821,23573,25538,26203,15331,0,0,0,0,0,0,0,0,1
16491,44,178.0,80.0,25.2,116467,37269,17352,31172,16748,13926,0,0,0,0,0,0,0,0,0
16492,38,167.0,72.0,25.8,116478,74157,16346,8147,10133,7695,0,0,0,0,0,0,0,0,0
16492,31,177.0,96.0,30.6,116478,25056,13648,34940,20806,22028,0,0,0,0,0,0,0,0,0
16494,30,178.0,84.0,26.5,116479,72885,19293,4668,11848,7785,0,0,0,0,0,0,0,0,1
16495,50,170.0,78.0,27.0,116487,45485,19273,27905,9184,14640,1,0,0,0,0,0,0,0,0
16496,29,178.0,77.0,24.3,116489,30006,30152,10051,20242,26038,0,0,0,0,0,0,0,0,0
16497,24,167.0,70.0,25.1,116495,51743,18193,14668,20301,11590,0,0,0,0,0,0,0,0,0
16498,43,185.0,93.0,27.2,116498,27384,22721,18002,24967,23424,0,0,0,0,0,0,0,0,1
16499,29,178.0,84.0,26.5,116499,20685,24593,22566,27162,21493,0,0,0,0,0,0,0,0,0
16500,34,178.0,74.0,23.4,116533,24248,18027,24171,9729,40358,1,0,0,0,0,0,0,0,0
16501,32,178.0,84.0,26.5,116535,57967,17879,17113,11083,12493,0,0,0,0,0,0,0,0,1
16502,45,175.0,83.0,27.1,116558,30006,37125,21621,20431,7375,0,0,0,0,0,0,0,0,1
16503,36,178.0,84.0,26.5,116559,38189,15153,16770,16214,30233,0,0,0,0,0,0,0,0,0
16504,34,178.0,83.0,26.2,116562,35431,14912,26028,13909,26282,0,0,0,0,0,0,0,0,0
16505,23,178.0,84.0,26.5,116563,33428,21456,20863,16531,24285,0,0,0,0,0,0,0,0,0
16506,25,186.0,95.0,27.5,116566,10735,23224,30010,23770,28827,0,0,0,0,0,0,0,0,0
16507,42,178.0,99.0,31.2,116573,30006,8895,23128,46410,8134,0,0,0,0,0,0,0,0,1
16508,32,183.0,93.0,27.8,116574,11188,29665,17095,42285,16341,0,0,0,0,0,0,0,0,1
16509,26,178.0,87.0,27.5,116578,5363,19072,46382,15528,30233,0,0,0,1,0,0,0,0,0
16510,41,178.0,84.0,26.5,116581,11645,21866,37978,24509,20583,0,0,0,0,0,0,0,0,1
16510,31,178.0,84.0,26.5,116581,30006,14970,35849,16303,19453,0,0,0,0,0,0,0,0,1
16512,30,188.0,90.0,25.5,116583,15232,15467,30314,31102,24468,0,0,0,0,0,0,0,0,1
16513,26,176.0,75.0,24.2,116587,40098,44471,5720,5259,21039,0,0,0,0,0,0,0,0,0
16514,31,176.0,74.0,23.9,116591,5891,27150,9282,40591,33677,0,0,0,0,1,0,0,0,0
16515,31,183.0,86.0,25.7,116606,23544,22379,16472,20534,33677,0,0,0,0,0,0,0,0,1
16516,33,178.0,91.0,28.7,116614,33428,13566,12087,28706,28827,0,0,0,0,0,0,0,1,0
16517,29,197.0,115.0,29.6,116635,336,14024,41636,31812,28827,0,0,0,0,0,0,0,0,0
16518,40,190.0,105.0,29.1,116651,19508,20671,18457,31733,26282,0,0,0,0,0,0,0,0,1
16519,37,173.0,84.0,28.1,116655,22015,38453,16728,15693,23766,0,0,0,0,0,0,0,0,1
16520,31,183.0,93.0,27.8,116673,29001,23308,18772,28200,17392,0,0,0,0,0,0,0,0,1
16521,35,188.0,102.0,28.9,116674,4903,9891,65352,24566,11962,0,0,0,0,0,0,0,0,1
16522,36,170.0,77.0,26.6,116679,26601,16818,18208,38489,16563,0,0,0,0,0,0,0,0,1
16523,32,178.0,84.0,26.5,116697,22820,16958,37229,22220,17470,0,0,0,0,0,0,0,0,1
16524,32,168.0,70.0,24.8,116703,48983,28952,7619,19241,11908,0,0,0,0,0,0,0,0,1
16524,38,190.0,100.0,27.7,116703,15232,16777,48950,28049,7695,0,0,0,0,0,0,0,0,1
16526,27,15.0,84.0,3733.3,116713,43323,17370,4895,23266,27859,0,0,0,0,0,0,0,0,1
16526,26,180.0,82.0,25.3,116713,30006,12573,30041,28523,15570,0,0,0,0,0,0,0,0,1
16528,29,178.0,86.0,27.1,116716,30006,20642,18524,25516,22028,0,0,0,0,0,0,0,0,1
16529,29,175.0,77.0,25.1,116719,43323,18698,17911,19241,17546,0,0,0,0,0,0,0,0,1
16530,35,172.0,85.0,28.7,116733,34003,28384,16649,23209,14488,0,0,0,0,0,0,0,0,0
16531,24,177.0,75.0,23.9,116735,51743,11078,16764,10868,26282,0,0,0,0,0,0,0,0,0
16532,40,175.0,69.0,22.5,116746,48983,27534,17698,7401,15130,0,0,0,0,0,0,0,0,0
16533,26,178.0,84.0,26.5,116753,37269,27275,13673,10264,28272,0,0,0,0,0,0,0,0,0
16534,26,188.0,90.0,25.5,116755,6260,20927,39357,28619,21592,0,0,0,0,0,0,0,0,0
16535,30,173.0,79.0,26.4,116766,74157,16289,6706,10928,8686,0,0,0,0,0,0,0,0,1
16536,19,76.0,77.0,133.3,116767,30006,12922,27048,16558,30233,0,0,0,0,0,0,0,0,0
16537,50,175.0,91.0,29.7,116782,14443,4902,12275,72386,12776,0,0,0,0,0,0,0,0,1
16538,38,183.0,83.0,24.8,116791,36340,15679,13817,18995,31960,0,0,0,0,0,0,0,0,1
16539,46,170.0,83.0,28.7,116809,39132,34712,11890,16287,14788,0,0,0,0,0,0,0,0,1
16539,19,180.0,77.0,23.8,116809,13218,21456,35316,13142,33677,0,0,0,0,0,0,0,0,0
16541,24,178.0,88.0,27.8,116826,22015,29794,25213,25378,14426,0,0,0,0,0,0,0,0,1
16542,37,196.0,98.0,25.5,116834,15232,11720,32540,36036,21306,0,0,0,0,0,0,0,0,1
16543,35,175.0,85.0,27.8,116843,8517,66149,35151,3260,3766,0,0,0,0,0,0,0,1,0
16543,25,178.0,72.0,22.7,116843,15232,18981,19955,48388,14287,0,0,0,0,0,0,0,0,1
16545,32,180.0,86.0,26.5,116892,30006,21456,18356,33641,13433,0,0,0,0,0,0,0,0,0
16546,29,165.0,78.0,28.7,116897,57967,24636,17413,6402,10479,0,0,0,0,0,0,0,1,0
16547,36,178.0,105.0,33.1,116898,13831,26224,21644,30586,24613,0,0,1,0,0,0,0,0,0
16548,23,178.0,79.0,24.9,116906,30006,20334,19743,13801,33022,0,0,0,0,0,0,0,0,1
16549,26,178.0,84.0,26.5,116913,42298,45315,12959,10133,6208,0,0,0,0,0,0,0,0,0
16550,24,178.0,84.0,26.5,116917,22015,23453,32452,19706,19291,0,0,0,0,0,0,0,1,0
16551,25,183.0,97.0,29.0,116920,56339,10008,10040,15038,25495,0,1,0,0,0,0,0,0,0
16551,40,183.0,86.0,25.7,116920,14443,19336,40569,21808,20764,0,0,0,0,0,0,0,0,1
16553,37,173.0,81.0,27.1,116922,65491,12922,11145,12033,15331,0,0,0,0,0,0,0,0,0
16554,29,185.0,89.0,26.0,116924,5102,20958,26950,15528,48386,0,0,0,0,0,0,0,0,1
16555,35,183.0,86.0,25.7,116946,45485,13247,27178,13733,17303,0,0,0,0,0,0,0,0,1
16556,27,171.0,60.0,20.5,116947,35431,25540,15119,7180,33677,0,0,0,0,0,0,0,0,0
16557,31,178.0,91.0,28.7,116948,34003,11454,36416,13405,21670,0,0,0,0,0,0,0,0,1
16558,39,175.0,74.0,24.2,116951,51743,13279,10723,17649,23557,0,0,0,0,0,0,0,0,1
16559,37,170.0,33.0,11.4,116954,51743,18871,18772,5259,22309,0,0,0,0,0,0,0,0,0
16560,38,178.0,100.0,31.6,116960,14443,20846,30530,40082,11059,0,0,0,0,0,0,0,0,1
16560,26,178.0,84.0,26.5,116960,13831,37191,25527,22070,18341,0,0,0,0,0,0,0,0,1
16562,21,178.0,84.0,26.5,116961,34003,37191,10277,9843,25647,0,0,0,0,0,0,1,0,0
16563,34,174.0,66.0,21.8,116969,61906,34671,89,3385,16918,1,0,0,0,0,0,0,0,0
16564,30,15.0,82.0,3644.4,116971,18902,42541,21127,18639,15762,0,0,0,0,0,0,0,0,1
16565,32,183.0,84.0,25.1,116972,23544,27228,25026,27318,13856,0,0,0,0,0,0,0,0,1
16566,24,176.0,85.0,27.4,116974,36340,16724,19879,18384,25647,0,0,0,0,0,0,0,0,0
16567,26,191.0,100.0,27.4,116978,3482,17879,29785,34419,31413,0,0,0,0,0,0,0,0,0
16568,36,178.0,84.0,26.5,116983,41254,15779,22173,24774,13003,0,0,0,0,0,0,0,0,1
16569,30,178.0,84.0,26.5,116985,37269,13892,23919,27548,14357,0,0,0,0,0,0,0,0,0
16570,29,180.0,78.0,24.1,117012,13218,31765,28714,17277,26038,0,0,0,0,0,0,0,0,0
16571,33,178.0,84.0,26.5,117013,30006,19669,13580,20736,33022,0,0,0,0,0,0,0,0,1
16572,42,178.0,75.0,23.7,117019,17871,23975,28056,28014,19103,0,0,0,0,0,0,0,0,1
16573,24,183.0,82.0,24.5,117023,14443,27275,25334,18558,31413,0,0,0,0,0,0,0,0,1
16574,39,175.0,87.0,28.4,117026,13218,6291,55216,30954,11347,0,0,0,0,0,0,0,0,1
16575,31,185.0,84.0,24.5,117027,15232,19312,33603,40401,8479,0,0,0,0,0,0,0,0,1
16576,35,102.0,227.0,218.2,117032,11188,6545,35363,38970,24966,0,0,0,0,0,0,0,0,1
16577,31,444.0,78.0,4.0,117033,61906,13247,15709,10899,15272,1,0,0,0,0,0,0,0,0
16578,41,163.0,68.0,25.6,117059,56339,18886,13082,10246,18506,1,0,0,0,0,0,0,0,0
16579,27,185.0,84.0,24.5,117065,25821,33653,19510,18296,19785,1,0,0,0,0,0,0,0,0
16580,24,163.0,69.0,26.0,117071,51743,14643,26180,12972,11533,0,0,0,0,0,0,0,0,1
16581,28,185.0,86.0,25.1,117072,8517,24636,46369,24832,12718,0,0,0,0,0,0,0,0,1
16582,37,178.0,84.0,26.5,117077,43323,8665,27869,21540,15680,0,0,0,0,0,0,0,0,1
16583,29,178.0,84.0,26.5,117078,26601,11759,49731,20402,8585,0,0,0,0,0,0,0,1,0
16583,22,178.0,84.0,26.5,117078,22820,23592,22229,24449,23988,0,0,0,0,0,0,0,0,0
16585,40,173.0,71.0,23.7,117086,45485,5046,54384,2758,9413,0,0,0,0,0,0,0,0,1
16586,32,178.0,95.0,30.0,117095,18387,30370,6245,25882,36211,0,0,0,0,0,0,0,0,1
16587,24,183.0,85.0,25.4,117108,14443,18324,11740,40641,31960,1,0,0,0,0,0,0,0,0
16588,34,178.0,84.0,26.5,117109,30006,15824,9253,21668,40358,0,0,0,0,0,0,1,0,0
16589,34,173.0,87.0,29.1,117116,30006,28553,18971,30217,9369,0,0,1,0,0,0,0,0,0
16590,16,188.0,86.0,24.3,117120,3482,16050,29753,48911,18924,0,0,1,0,0,0,0,0,0
16590,29,175.0,74.0,24.2,117120,17871,19714,54182,9223,16130,0,0,0,0,0,0,0,0,0
16592,31,180.0,80.0,24.7,117121,34698,10998,31723,13420,26282,0,0,0,0,0,0,0,0,0
16592,30,175.0,73.0,23.8,117121,42298,22438,15571,17108,19706,0,0,0,0,0,0,0,1,0
16594,25,175.0,77.0,25.1,117135,43323,18608,28317,12314,14573,0,1,0,0,0,0,0,0,0
16595,23,188.0,86.0,24.3,117144,22015,16120,62748,5999,10262,0,0,0,0,0,0,0,0,1
16595,29,172.0,73.0,24.7,117144,57100,15385,18864,13197,12598,0,0,0,0,0,0,0,0,0
16597,32,180.0,84.0,25.9,117166,36340,27877,11712,20557,20680,0,0,1,0,0,0,0,0,0
16598,23,164.0,70.0,26.0,117168,47717,30338,2730,19971,16412,1,0,0,0,0,0,0,0,0
16599,24,175.0,90.0,29.4,117178,5363,8058,18333,58032,27392,0,0,0,0,0,0,0,0,0
16600,36,170.0,78.0,27.0,117180,36340,24476,8695,34543,13126,0,0,0,0,0,0,0,0,1
16600,27,176.0,75.0,24.2,117180,14443,26169,19637,28659,28272,0,0,0,0,0,0,0,0,0
16600,27,178.0,84.0,26.5,117180,14443,35373,19869,25378,22117,0,0,0,0,1,0,0,0,0
16603,28,183.0,97.0,29.0,117182,11645,13669,54561,16813,20494,0,1,0,0,0,0,0,0,0
16604,26,178.0,73.0,23.0,117186,51743,11259,19602,13089,21493,0,0,0,0,0,0,0,0,1
16605,28,182.0,83.0,25.1,117195,17871,23605,28182,16748,30789,0,0,0,0,0,0,0,0,0
16606,47,178.0,77.0,24.3,117203,41254,19868,21725,23819,10537,0,0,0,0,0,0,0,0,1
16607,22,178.0,84.0,26.5,117209,17871,11736,46393,20170,21039,0,0,1,0,0,0,0,0,0
16608,25,178.0,84.0,26.5,117218,48983,19694,14427,13531,20583,0,0,0,0,0,0,0,0,1
16609,37,183.0,91.0,27.2,117224,19508,12788,30249,24832,29847,0,0,0,0,0,0,0,0,1
16610,24,178.0,84.0,26.5,117228,30006,31694,10371,13197,31960,0,0,0,0,0,1,0,0,0
16611,31,178.0,84.0,26.5,117230,9188,25791,19418,37455,25378,0,0,0,0,0,0,0,0,0
16612,20,178.0,84.0,26.5,117235,37269,36920,14861,24449,3736,0,0,0,0,0,0,0,0,1
16613,32,178.0,84.0,26.5,117236,28158,6467,58063,14349,10199,0,0,0,0,0,0,0,0,1
16614,25,170.0,77.0,26.6,117238,48983,19714,14427,13531,20583,0,0,0,0,0,0,0,0,1
16615,34,173.0,82.0,27.4,117248,24248,16120,35791,22425,18664,0,0,0,0,0,0,0,0,1
16616,22,174.0,74.0,24.4,117255,42298,12788,4201,42448,15520,0,0,0,0,0,0,0,0,0
16617,32,173.0,82.0,27.4,117261,36340,20642,26915,11433,21931,0,0,0,0,0,0,0,0,0
16618,48,175.0,83.0,27.1,117273,41254,15241,29009,20893,10876,0,0,0,0,0,0,0,0,1
16619,36,178.0,88.0,27.8,117279,11645,28482,22931,34358,19863,0,0,0,0,0,0,0,1,0
16620,39,173.0,75.0,25.1,117297,50223,41444,4254,10133,11243,0,0,0,0,0,0,0,0,1
16621,23,175.0,75.0,24.5,117303,47717,13153,16890,12556,26987,0,0,0,0,0,0,0,0,1
16622,46,178.0,83.0,26.2,117321,26601,18923,29228,25344,17225,0,0,0,0,0,0,0,0,0
16623,33,178.0,84.0,26.5,117362,46622,13482,16522,27548,13188,0,0,0,0,0,0,0,0,1
16624,29,178.0,84.0,26.5,117371,9532,19837,49208,21402,17392,0,0,0,0,0,0,0,0,0
16625,35,183.0,84.0,25.1,117383,27384,28284,21943,23209,16563,0,0,1,0,0,0,0,0,0
16626,37,178.0,74.0,23.4,117390,45485,11432,22912,18897,18664,0,0,0,0,0,0,0,1,0
16627,31,190.0,95.0,26.3,117394,7433,26663,22038,27583,33677,0,0,0,0,0,0,0,0,0
16628,30,183.0,78.0,23.3,117397,9188,35434,35663,12916,24196,0,0,0,0,0,0,0,1,0
16629,37,174.0,96.0,31.7,117418,30006,8764,30149,35429,13070,0,0,0,0,0,0,0,0,0
16630,42,183.0,88.0,26.3,117419,25821,11796,20117,22778,36907,0,0,0,0,0,0,0,0,1
16631,26,179.0,78.0,24.3,117426,19508,16767,46629,12494,22028,0,0,0,0,0,0,0,0,0
16632,29,173.0,84.0,28.1,117428,27384,14212,54377,15146,6309,0,0,0,0,0,0,0,0,1
16633,41,190.0,82.0,22.7,117430,29001,21456,21185,26588,19200,0,0,0,0,0,0,0,0,1
16634,30,169.0,73.0,25.6,117432,26601,45532,16658,9717,18924,1,0,0,0,0,0,0,0,0
16635,25,165.0,70.0,25.7,117434,66670,17323,4525,12860,16056,0,0,1,0,0,0,0,0,0
